Gene A	Gene B	Uniprot A	Uniprot B	Symbol A	Symbol B	p(Wrong)	p(No Interaction)	p(Interaction)
6901	656	Q16635-2	P34820	TAZ	BMP8B	0.126295961846419	0.0123358191547895	0.861368218998792
6901	64222	Q16635-2	Q9H497	TAZ	TOR3A	3.9471840978504e-13	0.00753025648027235	0.992469743519333
6901	3909	Q16635-2	Q16787	TAZ	LAMA3	0.0000222952470167468	0.000745164900997783	0.999232539851985
6901	285362	Q16635-2	Q8NBK3	TAZ	SUMF1	0.023038270877703	0.143746296918367	0.83321543220393
6901	55741	Q16635-2	Q9BV94-2	TAZ	EDEM2	2.78225893841752e-7	0.0174504294094977	0.982549292364609
6901	655	Q16635-2	P18075	TAZ	BMP7	0.0000538471049319838	0.100406460075946	0.899539692819122
6901	64093	Q16635-2	Q9H4F8-2	TAZ	SMOC1	0.00895786114895607	0.00361645272587186	0.987425686125172
6901	9563	Q16635-2	O95479	TAZ	H6PD	0.00447780020467059	0.00725983289137731	0.988262366903952
6901	4185	Q16635-2	O75078	TAZ	ADAM11	9.12539000992675e-6	0.0000878760864641616	0.999902998523526
6901	770	Q16635-2	O75493	TAZ	CA11	0.00010484947937435	0.00055284361414195	0.999342306906484
6901	9509	Q16635-2	O95450-2	TAZ	ADAMTS2	0.111740737943854	0.0187310990801874	0.869528162975959
6901	8692	Q16635-2	Q12891	TAZ	HYAL2	3.32636586597557e-7	0.000930654923856731	0.999069012439557
129303	7528	UNKNOWN	P25490	TMEM150A	YY1	3.06541924008359e-6	0.0107613750199651	0.989235559560795
129303	904	UNKNOWN	O60563	TMEM150A	CCNT1	1.66774209872727e-11	0.0523951187083729	0.94760488127495
129303	3070	UNKNOWN	Q9NRZ9-2	TMEM150A	HELLS	2.19836384960593e-6	0.0225936582888865	0.977404143347264
129303	8310	UNKNOWN	O15254	TMEM150A	ACOX3	1.94110728270787e-7	1.64359822177526e-6	0.99999816229105
129303	54069	UNKNOWN	Q9NYP9	TMEM150A	MIS18A	0.000353413719298779	0.0405534620240139	0.959093124256687
66008	84129	O60296	Q709F0-3	TRAK2	ACAD11	1.34943109658675e-12	0.000101648678943145	0.999898351319707
66008	8473	O60296	O15294-3	TRAK2	OGT	1.26541510297604e-12	0.0139298885352653	0.986070111463469
66008	3831	O60296	Q07866-2	TRAK2	KLC1	3.44184970988883e-13	0.0083783117815808	0.991621688218075
66008	64837	O60296	Q9H0B6	TRAK2	KLC2	6.95650132990831e-11	0.0000561530757145707	0.99994384685472
66008	89953	O60296	Q9NSK0-3	TRAK2	KLC4	2.46078112454303e-10	0.00513930267454715	0.994860697079375
66008	5571	O60296	P54619	TRAK2	PRKAG1	2.56331554720193e-12	0.0480588133266301	0.951941186670807
66008	5347	O60296	P53350	TRAK2	PLK1	8.13071905019968e-11	0.0312195747261965	0.968780425192496
66008	26586	O60296	Q8WWK9-3	TRAK2	CKAP2	5.6142195960763e-12	0.00541627250160956	0.994583727492776
66008	23095	O60296	O60333-3	TRAK2	KIF1B	1.77199695618197e-7	0.000781293688932018	0.999218529111372
66008	3800	O60296	O60282-2	TRAK2	KIF5C	2.95572771275887e-11	0.0020142931820041	0.997985706788439
66008	3799	O60296	P33176	TRAK2	KIF5B	6.05313419549043e-8	0.00633350530601659	0.993666434162641
66008	3798	O60296	Q12840	TRAK2	KIF5A	1.73464292213386e-10	1.50908718377965e-6	0.999998490739352
66008	55288	O60296	Q8IXI2-2	TRAK2	RHOT1	3.07218669568682e-14	0.00150226643828327	0.998497733561686
66008	2932	O60296	P49841-2	TRAK2	GSK3B	1.68380742442874e-10	3.57642977873425e-6	0.99999642340184
66008	2931	O60296	P49840	TRAK2	GSK3A	5.08504957716816e-8	2.65489072434029e-6	0.99999729425878
66008	79649	O60296	Q8IWC1-3	TRAK2	MAP7D3	2.96572285063292e-10	0.0550517947787254	0.944948204924702
66008	22906	O60296	Q9UPV9	TRAK2	TRAK1	5.86384319446972e-13	2.55427450241472e-9	0.999999997445139
66008	81610	O60296	Q9H4H8-2	TRAK2	FAM83D	1.28580808376845e-6	0.0000477998019484054	0.999950914389968
66008	10651	O60296	O75431	TRAK2	MTX2	4.11661244935913e-13	0.19761278319476	0.802387216804829
66008	5562	O60296	Q13131-2	TRAK2	PRKAA1	4.12076412068161e-14	0.000481077148170232	0.999518922851789
66008	131405	O60296	Q2Q1W2	TRAK2	TRIM71	2.08923383322663e-13	0.0000370541608258414	0.999962945838965
66008	9657	O60296	Q15051	TRAK2	IQCB1	0.00351393633902443	0.206830729055877	0.789655334605098
66008	51361	O60296	Q9UJC3	TRAK2	HOOK1	2.25000168942385e-12	0.244246615549676	0.755753384448074
66008	221937	O60296	P85037	TRAK2	FOXK1	1.58828624940327e-9	0.00752252224629259	0.992477476165421
66008	8481	O60296	O75665-3	TRAK2	OFD1	0.232032539238895	0.000191180596528987	0.767776280164576
66008	121441	O60296	Q8NHV4	TRAK2	NEDD1	1.85192237624399e-6	0.00164492036637709	0.998353227711247
66008	5565	O60296	O43741	TRAK2	PRKAB2	0.0000356272002702892	0.00560871519829619	0.994355657601434
66008	283643	O60296	Q86SX3-2	TRAK2	C14orf80	1.04583722605155e-8	0.000858605703153143	0.999141383838475
66008	84270	O60296	Q96LW7-2	TRAK2	C9orf89	7.73408105094757e-8	1.01430409052371e-6	0.999998908355099
340348	4478	Q86UF1	P26038	TSPAN33	MSN	8.96364475628738e-10	0.121443844665099	0.878556154438536
340348	51248	Q86UF1	Q5EBL8-2	TSPAN33	PDZD11	2.0216268987191e-8	0.0000303929869914021	0.99996958679674
340348	144100	Q86UF1	Q6IQ23-2	TSPAN33	PLEKHA7	6.66645190281485e-9	1.62125885788832e-8	0.999999977120959
10078	3550	Q9Y5U2-2	Q13123	TSSC4	IK	2.38354847629399e-11	0.0144369791599092	0.985563020816255
10078	9410	Q9Y5U2-2	Q96DI7	TSSC4	SNRNP40	1.9186714774669e-24	0.000086414057834237	0.99991358594217
10078	24148	Q9Y5U2-2	O94906	TSSC4	PRPF6	1.86177484106623e-12	0.00937649553410421	0.990623504464034
10078	23020	Q9Y5U2-2	O75643	TSSC4	SNRNP200	2.83753685387444e-13	0.0118088586660161	0.9881911413337
10078	10594	Q9Y5U2-2	Q6P2Q9	TSSC4	PRPF8	2.32325843720888e-10	0.0182971316173341	0.98170286815034
10078	24144	Q9Y5U2-2	Q9UBB9	TSSC4	TFIP11	2.92355305607883e-11	0.00094756526714405	0.99905243470362
10078	9343	Q9Y5U2-2	Q15029	TSSC4	EFTUD2	5.53354716885428e-11	0.0201129943352309	0.979887005609434
10078	56949	Q9Y5U2-2	Q9HCS7	TSSC4	XAB2	2.09261165986182e-10	0.000167184536772877	0.999832815253966
10078	143884	Q9Y5U2-2	Q2TBE0	TSSC4	CWF19L2	1.44529863505166e-12	0.0000266314698083476	0.999973368528746
10078	55094	Q9Y5U2-2	Q9BRR8	TSSC4	GPATCH1	9.83330416826507e-12	2.84620670236116e-6	0.999997153783464
10078	55671	Q9Y5U2-2	Q6IN85-2	TSSC4	SMEK1	6.50087007862871e-10	5.61925228786806e-6	0.999994380097625
10078	60625	Q9Y5U2-2	Q9H5Z1	TSSC4	DHX35	2.85684884405731e-11	0.0000270752511331568	0.999972924720298
10078	94104	Q9Y5U2-2	Q9Y5B6	TSSC4	GCFC1	4.71729628334975e-10	0.0000454773739419628	0.999954522154328
10078	51340	Q9Y5U2-2	Q9BZJ0-2	TSSC4	CRNKL1	3.15335954408734e-10	0.000108205077727085	0.999891794606937
10078	55280	Q9Y5U2-2	Q69YN2-3	TSSC4	CWF19L1	6.59817559393712e-9	0.0235147144088686	0.976485278992956
10078	8896	Q9Y5U2-2	P41223	TSSC4	BUD31	7.98376625736277e-7	0.000829050754219992	0.999170150869154
10078	988	Q9Y5U2-2	Q99459	TSSC4	CDC5L	6.96612067730683e-14	0.0128403838604911	0.987159616139439
10078	9716	Q9Y5U2-2	O60306	TSSC4	AQR	2.03817543493461e-11	0.000554406510214064	0.999445593469404
10078	84292	Q9Y5U2-2	Q9BRX9	TSSC4	WDR83	1.26762044429019e-10	0.00214981982793317	0.997850180045305
10078	741	Q9Y5U2-2	Q9UHR6	TSSC4	ZNHIT2	2.14220691595828e-8	0.000198270933245003	0.999801707644686
10078	22938	Q9Y5U2-2	Q13573	TSSC4	SNW1	1.67937611838294e-9	0.0114366469324985	0.988563351388125
10078	25980	Q9Y5U2-2	Q9Y312	TSSC4	C20orf4	2.178207248076e-25	4.1377355582067e-7	0.99999958622644
10078	7168	Q9Y5U2-2	P09493-2	TSSC4	TPM1	2.2200623483711e-24	0.094620190787857	0.90537980921214
10078	11319	Q9Y5U2-2	O95905	TSSC4	ECD	3.70773831062342e-12	0.0000215627186463622	0.999978437277646
10078	51319	Q9Y5U2-2	Q96IZ7-2	TSSC4	RSRC1	0.00170906617368066	0.00003061419481264	0.998260319631507
10078	55837	Q9Y5U2-2	Q56P03	TSSC4	EAPP	5.0244901583343e-22	1.7432972783965e-9	0.9999999982567
10078	6633	Q9Y5U2-2	P62316	TSSC4	SNRPD2	8.40705713059914e-13	0.0467526925492757	0.953247307449884
10078	51362	Q9Y5U2-2	O60508	TSSC4	CDC40	2.14105093912906e-10	0.000483821152346725	0.999516178633548
10078	151903	Q9Y5U2-2	Q8WUD4	TSSC4	CCDC12	1.11928666696982e-12	0.000125888385430192	0.99987411161345
10078	55696	Q9Y5U2-2	Q9NW64-2	TSSC4	RBM22	5.0173843441894e-11	0.0775807841983548	0.922419215751471
10078	10421	Q9Y5U2-2	O95400	TSSC4	CD2BP2	1.87084319839093e-12	0.0191317508998849	0.980868249098244
10078	25949	Q9Y5U2-2	O95926	TSSC4	SYF2	3.70747734248099e-12	0.000155019881365583	0.999844980114927
10078	10907	Q9Y5U2-2	P83876	TSSC4	TXNL4A	1.06958169307795e-10	0.129361246711691	0.870638753181351
10078	10286	Q9Y5U2-2	O75934	TSSC4	BCAS2	2.0485582472974e-12	0.162217777600442	0.837782222397509
10078	57461	Q9Y5U2-2	Q9ULR0-1	TSSC4	ISY1	1.6353274316436e-8	0.00489704583453567	0.99510293781219
10078	151987	Q9Y5U2-2	Q9NY27-3	TSSC4	PPP4R2	2.0543886606656e-12	0.000429969377463684	0.999570030620482
79989	3101	A0AVF1	P52790	TTC26	HK3	4.97789669385711e-8	0.0205023400127736	0.97949761020826
79989	163033	A0AVF1	Q8NAF0	TTC26	ZNF579	5.98144844154284e-6	0.0224315285232363	0.977562490028322
7390	4337	P10746	Q9NZB8-3	UROS	MOCS1	1.07185478745608e-10	0.000234373749057462	0.999765626143757
7390	9338	P10746	Q15170-2	UROS	TCEAL1	1.47245765580506e-12	0.217689548048713	0.782310451949815
7390	2730	P10746	P48507	UROS	GCLM	0.0264844187938173	0.0000699264116478183	0.973445654794535
7390	348180	P10746	Q2VPK5	UROS	CTU2	2.0414095453164e-9	0.169174356618911	0.830825641339679
7390	8726	P10746	O75530-2	UROS	EED	0.00053791589247327	0.0948855234176446	0.904576560689882
7390	90353	P10746	Q7Z7A3	UROS	CTU1	0.00126324825719189	0.193090274718094	0.805646477024714
7390	10533	P10746	O95352	UROS	ATG7	2.93899709262222e-8	0.0273405210829204	0.972659449527109
7390	51027	P10746	Q9Y3E2	UROS	BOLA1	0.000022224933488264	0.0026222041222519	0.99735557094426
27072	9392	P49754	Q8WUH2	VPS41	TGFBRAP1	9.31101653686412e-11	3.44687884356319e-6	0.999996553028046
27072	65082	P49754	Q96AX1	VPS41	VPS33A	4.5595348287556e-11	0.0000144313654155931	0.999985568588989
27072	64601	P49754	Q9H269	VPS41	VPS16	2.94733965248208e-8	5.48472598002393e-6	0.999994485800624
27072	57617	P49754	Q9P253	VPS41	VPS18	7.87749560681488e-8	1.75078168125773e-7	0.999999746146876
27072	55823	P49754	Q9H270	VPS41	VPS11	3.08221558453789e-12	2.48651140657205e-8	0.999999975131804
51222	4863	Q9P2Y4	Q14207	ZNF219	NPAT	5.41361293212644e-13	0.000170867116988073	0.999829132882471
51222	5928	Q9P2Y4	Q09028-2	ZNF219	RBBP4	1.29334507433343e-15	0.000114175287943437	0.999885824712055
51222	5931	Q9P2Y4	Q16576	ZNF219	RBBP7	1.5619970110553e-24	2.7553652711213e-9	0.99999999724463
51222	3065	Q9P2Y4	Q13547	ZNF219	HDAC1	1.7795491797265e-15	0.000272002865724743	0.999727997134273
51222	3066	Q9P2Y4	Q92769	ZNF219	HDAC2	8.70166179862629e-15	0.00236563248404827	0.997634367515943
51222	57459	Q9P2Y4	Q8WXI9	ZNF219	GATAD2B	1.39007838097553e-9	4.46553642908241e-7	0.999999552056279
51222	54815	Q9P2Y4	Q86YP4-2	ZNF219	GATAD2A	1.02921147098586e-9	8.75755168523983e-7	0.99999912321562
51222	25925	Q9P2Y4	Q96K83	ZNF219	ZNF521	1.06577535901456e-11	0.0000908198014894823	0.999909180187853
51222	23090	Q9P2Y4	Q2M1K9	ZNF219	ZNF423	3.16609422152775e-9	2.4361971431992e-6	0.999997560636762
51222	23384	Q9P2Y4	Q69YQ0	ZNF219	SPECC1L	1.51158776462816e-14	0.00572517178229755	0.994274828217687
51222	8932	Q9P2Y4	Q9UBB5	ZNF219	MBD2	2.74662353654006e-12	2.1957485410487e-7	0.999999780422399
51222	53615	Q9P2Y4	O95983-2	ZNF219	MBD3	1.34008737260934e-10	2.56444036676756e-7	0.999999743421955
51222	1107	Q9P2Y4	Q12873	ZNF219	CHD3	2.01140498639137e-10	0.0000156711948131101	0.999984328604047
51222	1108	Q9P2Y4	Q14839-2	ZNF219	CHD4	5.32003127984452e-14	1.74417107858968e-6	0.999998255828868
51222	26038	Q9P2Y4	Q8TDI0	ZNF219	CHD5	7.81147737932556e-11	6.75084967853443e-8	0.999999932413388
51222	9219	Q9P2Y4	O94776	ZNF219	MTA2	8.05136749649701e-12	0.0000347896276190457	0.99996521036433
51222	9112	Q9P2Y4	Q13330-2	ZNF219	MTA1	1.29292162040817e-14	3.55049084543443e-7	0.999999644950902
51222	57504	Q9P2Y4	Q9BTC8	ZNF219	MTA3	1.00842126545244e-12	1.1581043358599e-7	0.999999884188558
51222	5519	Q9P2Y4	P30154-2	ZNF219	PPP2R1B	1.67793492280946e-11	0.0489222151786156	0.951077784804605
51222	5518	Q9P2Y4	P30153	ZNF219	PPP2R1A	2.05030790186917e-13	0.147559372454752	0.852440627545043
51222	55214	Q9P2Y4	Q8IVL5	ZNF219	LEPREL1	1.14533731030282e-8	2.66525925441077e-7	0.999999722020702
51222	8099	Q9P2Y4	O14519	ZNF219	CDK2AP1	1.73694086780464e-6	0.0000132844498979271	0.999984978609234
51222	5987	Q9P2Y4	P14373	ZNF219	TRIM27	8.63645968266148e-11	0.0000870753218024218	0.999912924591833
51222	140710	Q9P2Y4	O94964-2	ZNF219	KIAA0889	2.22270598681367e-11	0.000383550570090651	0.999616449407682
51222	29966	Q9P2Y4	Q13033-2	ZNF219	STRN3	6.58827541082082e-8	0.0157261852277592	0.984273748889487
51222	57621	Q9P2Y4	Q8N680	ZNF219	ZBTB2	6.4109149641671e-9	0.000655504697911079	0.999344488891174
51222	29888	Q9P2Y4	Q9NRL3	ZNF219	STRN4	3.12848513989283e-7	0.0444247942134923	0.955574892937994
51222	222389	Q9P2Y4	Q8N7W2	ZNF219	BEND7	0.0142899575607853	0.00526094911839495	0.98044909332082
115560	51121	Q96CX3	Q9UNX3	ZNF501	RPL26L1	6.04491804928373e-12	0.123928456874279	0.876071543119676
115560	56852	Q96CX3	Q9NS91	ZNF501	RAD18	1.56236917253183e-10	0.00282581657352566	0.997174183270237
115560	25917	Q96CX3	Q9BV44	ZNF501	THUMPD3	8.7509302288069e-11	0.000554654380806838	0.999445345531684
115560	25820	Q96CX3	Q9Y4X5	ZNF501	ARIH1	1.53872620870758e-11	0.00453143504557594	0.995468564939037
84688	60491	Q8NCR6	Q9GZT8-2	C9orf24	NIF3L1	1.35681296221463e-13	0.022706234984235	0.977293765015629
84688	10693	Q8NCR6	Q92526	C9orf24	CCT6B	3.76476747433005e-9	0.140073629801208	0.859926366434025
84688	10422	Q8NCR6	Q9BSL1	C9orf24	UBAC1	0.000725858015863549	0.141156885461161	0.858117256522975
84688	27249	Q8NCR6	Q9H3L0	C9orf24	MMADHC	4.00778331095336e-8	9.30433791460113e-6	0.999990655584252
84688	25831	Q8NCR6	Q9ULT8	C9orf24	HECTD1	6.62756837552047e-10	0.0680951306107653	0.931904868726478
84688	55577	Q8NCR6	Q9UJ70	C9orf24	NAGK	8.22336333909872e-7	0.0424528485680731	0.957546329095593
84688	10671	Q8NCR6	O00399	C9orf24	DCTN6	0.0000640995008388862	0.0583385224920988	0.941597378007062
84688	55860	Q8NCR6	Q9NZ32	C9orf24	ACTR10	2.83547433205335e-6	0.141160158588967	0.858837005936701
84688	9491	Q8NCR6	Q92530	C9orf24	PSMF1	0.00260898747993949	0.0113916213254244	0.985999391194636
767	5650	P35219	P49862-2	CA8	KLK7	1.84866512391127e-6	0.00025227209658144	0.999745879238294
767	3514	P35219	P01834	CA8	IGKC	6.66524836124444e-6	0.00961589647377233	0.990377438277867
767	213	P35219	P02768	CA8	ALB	3.39944362052904e-9	0.0658032202214396	0.934196776379117
767	3500	P35219	P01857	CA8	IGHG1	1.62412858092343e-12	0.0129050756453624	0.987094924353013
767	3501	P35219	P01859	CA8	IGHG2	9.23555592411891e-13	0.00641482669502198	0.993585173304054
767	3502	P35219	P01860	CA8	IGHG3	0.0000665874866997845	9.24139708718709e-6	0.999924171116213
767	1474	P35219	Q15828	CA8	CST6	0.00830633219318144	0.0462604587215076	0.945433209085311
767	3708	P35219	Q14643-4	CA8	ITPR1	3.48380478754129e-10	0.00883436089486839	0.991165638756751
767	3709	P35219	Q14571	CA8	ITPR2	2.71081514111661e-12	0.00704561925209876	0.99295438074519
767	7018	P35219	P02787	CA8	TF	7.11141350321597e-10	0.132400161468285	0.867599837820574
767	79983	P35219	Q8WVV4-1	CA8	POF1B	2.48373345911577e-12	0.0310092958480174	0.968990704149499
767	5265	P35219	P01009-2	CA8	SERPINA1	7.27370381515964e-10	0.000513322442489742	0.99948667683014
767	5317	P35219	Q13835-2	CA8	PKP1	5.89209892557409e-9	0.133062222401103	0.866937771706798
767	6278	P35219	P31151	CA8	S100A7	3.49855583496111e-13	0.0444457404361234	0.955554259563527
767	5055	P35219	P05120	CA8	SERPINB2	0.00421918127753931	0.00393478569217887	0.991846033030282
767	1893	P35219	Q16610-2	CA8	ECM1	2.46717066050465e-6	0.212927914563476	0.787069618265863
767	100423062	P35219	B9A064	CA8	IGLL5	0.023876191249149	0.00079823141377201	0.975325577337079
767	2266	P35219	P02679-2	CA8	FGG	4.56353827327464e-9	0.00686968048554146	0.99313031495092
10369	3709	Q9Y698	Q14571	CACNG2	ITPR2	1.60253835772354e-12	0.00561326165528399	0.994386738343113
10369	10767	Q9Y698	Q9Y450-4	CACNG2	HBS1L	1.10053041610116e-11	0.000102310081051242	0.999897689907944
10369	57120	Q9Y698	Q9HD26-2	CACNG2	GOPC	1.47265578664728e-11	0.000474027222748834	0.999525972762525
10369	23788	Q9Y698	Q9Y6C9	CACNG2	MTCH2	3.34877252793886e-7	0.134193532322559	0.865806132800188
10369	1454	Q9Y698	P49674	CACNG2	CSNK1E	4.62193316427512e-10	0.000260567924046884	0.99973943161376
10369	1453	Q9Y698	P48730-2	CACNG2	CSNK1D	1.85267545607113e-7	0.000390295191840192	0.999609519540614
10369	904	Q9Y698	O60563	CACNG2	CCNT1	7.4576971111412e-11	0.0558821709453528	0.94411782898007
10369	6774	Q9Y698	P40763-2	CACNG2	STAT3	3.2293677413622e-8	0.00204441556819594	0.997955552138127
10369	466	Q9Y698	P18846	CACNG2	ATF1	0.0536138682721233	0.0000343553870412672	0.946351776340835
10369	2045	Q9Y698	Q15375	CACNG2	EPHA7	7.17856682313957e-11	0.00187442051758925	0.998125579410625
910	728577	P29016	Q96NU0	CD1B	CNTNAP3B	3.01698109674751e-9	0.00921745771109731	0.990782539271922
910	80023	P29016	Q9GZP1	CD1B	NRSN2	0.000228012417381525	0.0000998963130889459	0.99967209126953
910	3105	P29016	P04439	CD1B	HLA-A	2.20004572321848e-13	0.173063571058961	0.826936428940819
910	84918	P29016	Q86VZ4	CD1B	LRP11	5.26425503191502e-11	0.019101717906933	0.980898282040425
910	1362	P29016	O75976	CD1B	CPD	1.36339030285376e-8	0.186230274814618	0.813769711551479
910	78991	P29016	Q8NBM8	CD1B	PCYOX1L	2.36787317304768e-6	0.00142718577236828	0.998570446354459
910	23326	P29016	Q9UPT9-2	CD1B	USP22	4.64313143841557e-9	0.0169260575459854	0.983073937810883
910	85450	P29016	Q8IWB1	CD1B	ITPRIP	8.52392761262013e-10	0.0148174670919015	0.985182532055706
910	27348	P29016	O14657	CD1B	TOR1B	8.52295565643912e-10	0.0611993714036194	0.938800627744085
910	79465	P29016	Q9BZM4	CD1B	ULBP3	0.0836240322690782	0.00151875374423062	0.914857213986691
910	3140	P29016	Q95460-3	CD1B	MR1	1.19144700543021e-6	0.0834428978934797	0.916555910659515
910	27069	P29016	Q9H3K2	CD1B	GHITM	1.62432545133901e-12	0.194799044267408	0.805200955730968
910	492	P29016	Q16720-2	CD1B	ATP2B3	3.1403709240278e-8	0.0843408593903	0.915659109205991
910	169714	P29016	Q6ZRP7	CD1B	QSOX2	2.32351769632614e-10	0.0270060151830332	0.972993984584615
910	8754	P29016	Q13443	CD1B	ADAM9	2.21043866323829e-7	0.0584564991247619	0.941543279831372
910	51599	P29016	Q86X29	CD1B	LSR	2.48625523718101e-7	0.127817028953986	0.872182722420491
910	388650	P29016	Q5T7M9	CD1B	FAM69A	0.0000285519883700897	0.0139317642781658	0.986039683733464
910	79695	P29016	Q8IXK2	CD1B	GALNT12	4.73759598379647e-7	0.0459106858974322	0.954088840342969
910	29880	P29016	Q9Y673-2	CD1B	ALG5	1.62434610802551e-6	0.106117057175596	0.893881318478297
910	10905	P29016	O60476	CD1B	MAN1A2	4.37839321242261e-13	0.0725526583443882	0.927447341655174
910	9509	P29016	O95450-2	CD1B	ADAMTS2	2.29244493014184e-7	0.00346104841235194	0.996538722343155
910	50512	P29016	Q9NZ53	CD1B	PODXL2	2.85318176786979e-6	0.000116393351443933	0.999880753466788
910	80856	P29016	Q9C0E8-2	CD1B	KIAA1715	9.30640559948956e-10	0.000362479746268823	0.999637519323091
910	567	P29016	P61769	CD1B	B2M	2.00449769053505e-7	0.0192350571590207	0.98076474239121
910	9427	P29016	O95672-2	CD1B	ECEL1	3.3962091953873e-6	0.00441328050882395	0.995583323281981
910	2217	P29016	P55899	CD1B	FCGRT	0.0000127779009412746	0.0000276591346339633	0.999959562964425
910	56994	P29016	Q8WUD6	CD1B	CHPT1	0.000154946590171013	0.0447746545116636	0.955070398898165
910	3045	P29016	P02042	CD1B	HBD	0.0000543270530586149	0.191593326624327	0.808352346322615
910	57463	P29016	Q86WK6	CD1B	AMIGO1	6.27668579587892e-7	0.00149428897520002	0.99850508335622
910	28965	P29016	Q9Y2P4	CD1B	SLC27A6	0.00046802657181748	0.122647888118992	0.87688408530919
910	57168	P29016	Q6ICH7	CD1B	ASPHD2	0.000918871261418061	0.00141747855048925	0.997663650188093
910	54928	P29016	Q9NX62	CD1B	IMPAD1	3.61937285789075e-6	0.0533524141987172	0.946643966428425
910	81533	P29016	Q8TB96	CD1B	ITFG1	1.89144794402112e-9	0.159912335502906	0.840087662605646
910	200895	P29016	Q86XF0	CD1B	DHFRL1	6.77568398840743e-11	0.000363585791850831	0.999636414140392
910	100506658	P29016	Q16625	CD1B	OCLN	1.20686478510525e-12	0.187162781850488	0.812837218148305
910	3764	P29016	Q15842	CD1B	KCNJ8	8.09264901835258e-10	0.00122705087047742	0.998772948320258
910	22859	P29016	O94910-2	CD1B	LPHN1	0.0000175693472363292	0.075566609668882	0.924415820983882
910	153364	P29016	Q68D91	CD1B	MBLAC2	0.00305529240572314	0.0108482363108827	0.986096471283394
910	81831	P29016	Q8NC67	CD1B	NETO2	3.63090363916379e-7	0.0514399657382473	0.948559671171389
910	124565	P29016	Q9HBR0-3	CD1B	SLC38A10	0.0430989393764144	0.187841139367205	0.769059921256381
910	10385	P29016	Q8WVV5-2	CD1B	BTN2A2	3.59770023748222e-10	0.00244557001483102	0.997554429625399
910	29954	P29016	Q9UKY4	CD1B	POMT2	0.0000769195748717437	0.104493829272474	0.895429251152654
910	8744	P29016	P41273	CD1B	TNFSF9	0.000393548675360021	0.006994307901807	0.992612143422833
910	374882	P29016	Q6UW68	CD1B	TMEM205	0.00128651707909401	0.184412702091926	0.81430078082898
910	2621	P29016	Q14393-2	CD1B	GAS6	0.0228070780726971	0.0864658664894346	0.890727055437868
910	79414	P29016	Q9BTN0	CD1B	LRFN3	4.2034198766715e-7	0.116560108742265	0.883439470915747
910	79147	P29016	Q9H9S5	CD1B	FKRP	4.22414206219458e-7	0.187049105959454	0.81295047162634
910	55819	P29016	Q86XS8	CD1B	RNF130	0.00148082416461179	0.132873414558862	0.865645761276526
83461	4836	Q99618	P30419-2	CDCA3	NMT1	7.42221294488557e-11	0.22043410473349	0.779565895192287
83461	51343	Q99618	Q9UM11-2	CDCA3	FZR1	1.86071020030833e-10	0.0000154513089834386	0.999984548504945
83461	10217	Q99618	O15194	CDCA3	CTDSPL	1.4278814288124e-13	4.12154106668348e-7	0.999999587845751
83461	528	Q99618	P21283	CDCA3	ATP6V1C1	0.0000178178739278928	0.105496400246663	0.894485781879409
83461	389541	Q99618	Q0VGL1	CDCA3	C7orf59	0.000805370419599173	0.18513804832526	0.814056581255141
83461	23399	Q99618	O95476	CDCA3	CTDNEP1	9.89007995256203e-6	0.119803222556249	0.880186887363799
9350	3303	O95813	F5GZ62	CER1	HSPA1A	1.1867660774741e-7	1.14617037810869e-6	0.999998735153014
9350	728378	O95813	A5A3E0	CER1	POTEF	1.41126824170424e-11	0.239004641482988	0.7609953585029
9350	80311	O95813	Q96M94	CER1	KLHL15	9.21578662449425e-12	0.000739008617305226	0.999260991373479
9350	9567	O95813	O00178	CER1	GTPBP1	1.82743385357116e-13	0.0665668004123446	0.933433199587473
9350	347688	O95813	Q3ZCM7	CER1	TUBB8	1.91746251814905e-11	0.209558572413074	0.790441427567752
